github_followers,github_public_repos,years_of_experience,skill_match_count,commit_frequency,repo_quality_score,collaboration_score,risk_category
16,15,0,6,8.762923485239375,6.706633160020995,5.794056310866546,Medium Risk
85,37,11,6,0.19043409274291823,9.82040087590982,7.9817080261784525,Medium Risk
89,1,9,6,7.324546291337297,0.6303365249976156,7.866130612179019,Medium Risk
43,1,13,1,9.33113221168653,9.030010851514962,3.6450096454879244,Medium Risk
24,25,13,9,6.571976616400622,8.140682873866806,9.887604058942618,Low Risk
16,12,8,2,4.39029243980448,3.142415204995049,5.938543647058008,High Risk
12,46,3,9,0.44881016472718027,9.735265518372518,3.9940030177829478,Medium Risk
83,30,8,8,9.201138133226287,2.87937748171415,8.355392792414255,Medium Risk
24,33,6,2,4.702962226915748,8.893047238282184,7.2987401264264085,Medium Risk
67,38,10,1,0.2899674433594801,8.807485770741895,7.492753368241044,Medium Risk
9,2,5,8,6.898210713287619,7.576576166029724,1.961393497338716,Medium Risk
66,7,14,9,4.818372535762582,5.6347047381285185,4.683243073685551,Medium Risk
17,22,4,8,1.2434531744241073,1.2000274961688806,8.618281308246027,Medium Risk
99,13,10,3,2.1427180931025958,5.319717344964983,5.040380076287573,Medium Risk
85,26,8,8,0.6449068045584627,3.567962556549346,6.834527434210504,Medium Risk
33,28,1,2,5.742935397085736,7.9221703315535175,5.879337330342645,Medium Risk
7,38,13,6,6.220294792520092,7.581292064968449,8.423567877183821,Low Risk
39,38,12,6,5.057422983554444,9.106125073726052,2.8456083976160262,Medium Risk
82,0,10,7,8.17102133002615,0.14830162431707872,5.754752778863649,Medium Risk
41,16,13,9,8.610088213080136,8.091032168230461,1.2323466800980398,Medium Risk
40,40,11,3,6.1562439668312665,9.384620531246687,6.902107766994678,Medium Risk
5,29,1,2,0.12756479707430546,7.893004491081501,7.319678383527121,High Risk
51,12,10,2,6.952296557477356,1.301944598703667,0.4283732118899841,High Risk
25,20,11,4,4.179992169203516,0.8127910484088774,6.757909636279851,Medium Risk
63,18,14,0,5.65557483226387,0.2084523980770081,4.146901541657863,Medium Risk
97,18,8,9,6.490806020188844,6.287452258280711,1.2409687610968234,Medium Risk
58,24,11,2,3.5023661432707676,6.296726518598873,4.199075476984676,Medium Risk
55,21,2,5,9.170985051717942,9.869137142182122,1.942329296955817,Medium Risk
58,30,7,2,1.339748667497812,3.9804317410409573,4.155595321233165,High Risk
69,16,10,4,6.715118072810374,3.3190628489749674,3.843390279585277,Medium Risk
32,22,14,8,0.04359579956580428,6.244249271843925,7.383916369360575,Medium Risk
52,31,8,1,9.246511054051808,8.256086725075939,7.742155581663588,Medium Risk
21,9,7,1,1.125041332380915,9.367739495230019,6.070286543845467,Medium Risk
20,9,3,5,0.9488423014757463,8.031241661790386,0.22686842182447542,High Risk
69,35,11,5,3.3300763305224423,4.266739806158047,9.31022279070994,Medium Risk
69,7,0,7,3.735662860390806,6.349142353120642,6.862332800964477,Medium Risk
3,19,3,1,2.143000723228786,8.56299326716117,0.34195449921188836,High Risk
93,31,13,8,5.851216609271247,4.906096883117394,8.188328992141178,Medium Risk
74,49,8,1,4.4291409804196356,2.166866437053927,2.0026615471799616,Medium Risk
61,13,1,0,0.3417558904108742,1.6972343974787296,5.792211895711068,High Risk
61,49,2,9,3.196520622553006,0.0015774457805672881,4.666343699501871,Medium Risk
93,27,9,1,8.104329135731705,7.182379949812843,4.198387823550767,Medium Risk
94,45,7,6,6.897015348618686,1.110972088459905,8.897137201243975,Medium Risk
23,23,5,7,7.248708535798805,2.438390996959404,4.373612915626147,Medium Risk
54,14,7,4,6.981169240835236,2.9787633152279334,0.7534411757315074,High Risk
8,21,6,5,3.109730213830333,5.603798601367683,9.466387272149525,Medium Risk
2,29,13,0,0.9966392207677588,3.9795727729576926,9.205352312396275,Medium Risk
30,3,12,5,2.72467184033096,6.746739920231618,6.844326895815987,Medium Risk
39,12,12,7,8.317853001851592,0.5563865932870271,4.67892528132025,Medium Risk
35,22,4,2,9.804707977830711,1.2393919426443945,0.9285947294352126,High Risk
23,7,8,0,4.938470147415614,4.992115035332667,7.907481185774762,High Risk
94,17,3,3,0.0970035492304222,3.369647878468298,0.7547791442402896,High Risk
5,11,5,0,1.4004481213422904,2.958133627513597,0.6860098489514566,High Risk
65,30,1,7,3.220805753162658,0.6702807903752273,5.373838424393681,High Risk
83,13,14,4,5.785853485929497,8.957191747480014,1.6012824018464022,Medium Risk
91,33,1,0,0.7509364580531397,6.918185861250508,0.07730267340348984,High Risk
74,17,1,7,9.433572987098817,1.2161815681964938,4.231134309957863,Medium Risk
3,33,9,8,3.6508367328440072,0.6504595773714061,1.3721723161006594,Medium Risk
78,10,6,9,9.125842179248231,9.74872533431243,1.6051541528069124,Medium Risk
5,40,12,1,7.805218027570218,6.811725504395048,0.7691063873533466,Medium Risk
93,11,1,8,7.554372725155812,4.174560710937415,2.0509375372360994,High Risk
50,48,14,7,6.06719579782232,7.017310407557849,7.154841797743893,Low Risk
61,14,14,6,6.267838170518446,7.563317864801591,8.089273072177914,Medium Risk
56,30,11,2,6.380032352162481,7.799622023887793,4.525336440293007,Medium Risk
65,48,14,1,6.287213870255821,4.778773056530577,5.065538158814177,Medium Risk
78,28,12,6,5.537282313983613,4.29882758124848,0.32655034594202603,Medium Risk
74,25,1,4,9.864140184828889,0.1102808426890034,0.6931626137131686,High Risk
7,17,14,5,7.322905674256961,9.26557115141838,2.575677256495169,Medium Risk
25,31,8,3,7.769463883925212,6.03307878388943,5.438984207131475,Medium Risk
50,21,6,1,8.724628150836741,2.0315393718996813,7.395511487349929,Medium Risk
44,37,10,8,2.1563976272584915,9.196034194214366,6.050030613380331,Medium Risk
43,16,2,2,0.8380415909506078,9.149319017702965,3.921278549867883,High Risk
4,22,2,6,4.828944365985986,9.891841643660959,1.1832407300313819,Medium Risk
69,23,6,7,5.140806956192732,8.740565631389789,7.807732348871895,Medium Risk
25,49,4,1,8.291817799499178,9.977843878200648,3.637860515990571,Medium Risk
67,7,9,5,4.437835792823357,2.446861881232726,7.360540144827896,Medium Risk
18,40,13,7,5.708530255443128,8.422495851992341,5.129788419143418,Low Risk
83,5,13,6,5.270709385134583,8.230283087957645,7.386620535618253,Medium Risk
96,4,5,2,0.38202783757391057,2.3094035922073375,9.072895614525718,High Risk
19,43,12,0,6.15214896596914,0.9843754900099078,9.21029516053802,Medium Risk
11,28,11,5,8.280432857742522,9.794205136775997,5.351067800006034,Medium Risk
46,27,7,7,1.5750054807580383,2.9602455152061036,5.1150836476563875,Medium Risk
0,10,8,5,5.943317339265958,8.70891790467806,2.6567846550283725,Medium Risk
89,0,0,4,5.936105444464143,0.041271546746038945,9.357998315292914,High Risk
13,42,2,7,1.6418496405635874,0.21024807219602204,4.579191671996209,High Risk
63,18,10,1,1.2346357373073602,4.658713086963684,1.2759123928737715,High Risk
37,8,6,0,9.800519429764847,2.3871468393506357,4.327049146265499,High Risk
36,26,5,0,3.9371916965303755,6.898412834359643,1.2705325023800396,High Risk
10,33,6,3,2.2742172872352926,5.655643255679543,5.025316842570751,Medium Risk
99,43,7,5,1.7132454445437495,0.7748579745049144,5.612755148562122,Medium Risk
76,3,5,8,6.676017135832351,1.6262829631571707,3.3775576149358533,Medium Risk
2,35,2,0,6.094452973272788,3.880492700584143,0.7165061423148467,High Risk
32,17,1,0,6.435521229874174,1.8560406395543316,9.43503535633239,High Risk
5,14,11,4,0.8800602751145226,7.922223472439286,7.733531134834296,Medium Risk
49,12,6,9,8.93534583498437,4.1607023555328,8.388810805051211,Medium Risk
9,18,11,4,3.892663968090483,0.9343186684249927,3.668683942862294,Medium Risk
4,48,11,4,3.1336940643035796,4.843429022721248,7.608310300194505,Medium Risk
22,5,11,9,4.623614472477392,0.9083818106141417,4.853728951691942,Medium Risk
9,47,10,5,3.9006606574762825,1.2893730541981718,2.0108348840604595,Medium Risk
43,11,0,7,8.63577003139146,2.3960983202820527,1.2442337690721328,High Risk
1,36,2,2,9.29260975197892,8.595277052474898,3.4505086932205686,Medium Risk
12,16,11,8,3.034532164496062,9.24612532332972,1.3755211147513968,Medium Risk
39,22,10,0,8.639358074599548,8.26257729332069,9.982689762040685,Medium Risk
1,25,3,3,7.815231295330671,3.3407721741784724,0.49188990232022056,High Risk
83,28,12,8,9.308076723447618,2.7244644110883165,4.411435993690765,Medium Risk
64,32,13,7,2.4575031218588785,5.491556907902392,4.520935223903841,Medium Risk
62,26,0,9,5.769591501209791,7.2185316053311235,3.0063192858167556,Medium Risk
72,24,4,8,2.7454458474044463,9.933727881601747,5.713515657069453,Medium Risk
16,9,9,0,8.240944904843742,1.3157071187892622,1.4997702415154468,High Risk
8,46,2,8,0.05324190571064258,0.49291999023804434,7.839123805872337,Medium Risk
74,22,1,2,5.648191628863961,6.94355888995271,3.3244771824763832,High Risk
14,20,14,9,3.39203431271918,8.322257835039055,5.913425897986418,Low Risk
23,20,2,8,3.2268370707782026,8.463487798664232,7.156392360669593,Medium Risk
37,42,7,0,6.4490632386491695,6.784635490771606,8.890421176901611,Medium Risk
34,12,5,0,8.51484449313994,9.540158041191871,8.357874364522,Medium Risk
93,36,12,8,6.091953913933263,5.110047635445869,6.083090281035596,Low Risk
94,32,13,5,8.531729786467224,9.138147983362124,3.8839318038388693,Low Risk
48,23,6,3,2.6459711188102997,9.67812136991523,5.032046700749639,Medium Risk
68,43,11,6,5.195018547649811,8.471574570031077,7.6873479337880255,Low Risk
61,10,5,4,4.50536539067076,3.097585632586206,8.77545542559473,Medium Risk
59,16,5,9,0.11644899503096218,1.9621565117029527,1.0378192817667187,High Risk
49,3,11,6,5.568121431407401,5.4812006498181844,3.848562624930535,Medium Risk
77,46,2,7,6.615243241461749,4.530147503801885,7.761165984135006,Medium Risk
74,24,11,7,5.9191440441907,8.77758342192733,4.31651762593961,Medium Risk
8,29,12,0,7.362798987834215,1.0003167106715372,3.3222776406628385,Medium Risk
33,8,13,7,5.713395284530771,2.577400613115186,4.113226968232696,Medium Risk
75,20,7,5,0.6675025485075692,7.5179894451870855,6.028447467863508,Medium Risk
98,19,11,3,1.1644552408471143,0.9498664497731213,9.998051441338015,Medium Risk
34,18,6,7,5.964745775439524,3.2076441402170017,4.929924291045317,Medium Risk
0,18,6,2,2.749791919736402,3.8715539405398314,2.0849447495426054,High Risk
39,11,5,3,0.7964512903476584,6.225937965626899,1.6284657527909474,High Risk
63,36,4,5,4.296027434485468,1.5813264571936458,0.4234974747641429,High Risk
21,41,9,6,5.543225980836554,8.606044903497095,5.588172349183215,Medium Risk
59,16,7,3,3.2874598834960658,4.475422354662743,5.4457209148883425,High Risk
63,36,4,3,7.204337022257779,9.170217118805565,2.0523392678030916,Medium Risk
92,47,8,6,6.437706081012447,4.678699136339316,6.95329406452567,Medium Risk
71,38,8,5,3.3281836109167195,2.750402589407334,7.411070416296807,Medium Risk
10,27,0,7,7.548725289085606,1.4182882868767488,2.5909820538211124,High Risk
13,40,5,0,6.486950425330354,0.03745094711284813,3.440997640297365,High Risk
59,34,6,9,6.374453787179021,5.321574849848356,9.904716723472566,Medium Risk
29,46,2,6,5.53427700787068,1.0715669692692342,3.742644678507342,Medium Risk
34,47,6,6,0.11389668088552796,3.9172776363117823,7.608016717561018,Medium Risk
84,17,10,6,6.965071834768891,5.892717612370867,4.5272542662993995,Medium Risk
36,13,10,6,3.7604179110915648,2.756858969027003,7.9334482786097595,Medium Risk
4,34,6,9,9.426097101586556,1.7522429236611525,7.690232387826478,Medium Risk
82,43,13,9,8.179847710772053,7.747216226093416,6.677560251985356,Low Risk
77,40,12,7,5.876944695313123,9.467911722816206,8.547783462955792,Low Risk
25,6,10,8,2.5218198181926943,1.00440417861966,9.392184948776851,Medium Risk
61,40,1,8,2.037173932776666,1.5559032438500786,5.799833204520839,Medium Risk
3,12,6,1,3.4038483767754912,9.600126572527186,2.374689072227457,High Risk
88,17,14,6,4.765679435800186,0.37784221812246277,3.98628961644075,Medium Risk
41,36,0,6,2.960655100389471,9.776323365504723,7.583057135132933,Medium Risk
88,12,4,3,5.149294953924828,0.04644483084988771,6.508834851238695,High Risk
17,35,8,8,1.6537042551318593,8.736686556513312,1.7779833856524874,Medium Risk
39,30,6,7,9.777128128254999,3.0732518098774952,0.512395411464247,Medium Risk
71,1,6,0,1.0792455496499387,9.385888581772965,6.829615935420649,High Risk
38,15,10,1,9.31944139654372,3.1694528863558546,2.5107902402934537,Medium Risk
13,8,12,1,9.135780114026948,6.54306321534056,4.996702437290534,Medium Risk
31,8,11,7,5.25360481819498,0.8003256976593665,7.4674677251259425,Medium Risk
50,37,1,0,7.249102718360843,2.42329811453739,5.626667806563331,High Risk
37,10,7,3,4.360482979725878,7.736793464792507,0.8330258311179639,High Risk
96,21,2,9,6.300345775424382,5.286858536788197,1.855802367835554,Medium Risk
22,32,14,4,3.405759374211187,9.279690617870447,2.1932818403091914,Medium Risk
62,35,7,8,3.0115901978544537,4.287514083413543,2.5786425364484487,Medium Risk
14,44,2,6,5.782297861695137,8.698123658139231,5.654033919505043,Medium Risk
96,22,9,7,4.981296741839803,4.489554374782375,5.039657798253935,Medium Risk
24,44,6,8,5.79536369149981,9.792482787019853,2.0316003836420893,Medium Risk
16,44,1,6,2.8666058128702296,9.598343813988768,0.6755484345568707,Medium Risk
96,33,3,4,3.6695783181699526,3.2913670555608032,1.7143220447471808,High Risk
65,8,10,4,0.8389796062890931,8.859236704168032,9.843813126186033,Medium Risk
77,23,5,9,0.5227637227220572,8.476113742156492,4.685469497914722,Medium Risk
52,7,10,5,2.534571296730163,2.1068039732756283,8.673455047021125,Medium Risk
50,6,8,4,0.7424685933054576,6.242904007832697,8.487524666688433,Medium Risk
38,35,4,8,1.037747086347407,0.7268231558981486,5.115195574628737,High Risk
50,17,12,2,8.12928405393937,8.367107205834616,7.066877084605435,Medium Risk
69,2,8,2,0.388736970166893,1.7454588350349654,1.9275201041271228,High Risk
5,27,14,6,6.589427939347427,0.7081470138576451,6.883967049269083,Medium Risk
66,5,4,6,2.725577488154005,4.002190955388112,2.723845792632895,High Risk
6,43,9,5,8.715456807081264,5.769221385996435,8.320620967541508,Medium Risk
50,43,7,2,4.849922845774995,8.54916958559771,0.8372413310890992,Medium Risk
71,20,12,6,3.0557645932782576,9.742425255217364,7.731386728852775,Medium Risk
41,27,12,4,5.1763893568943455,4.394925125698636,0.9993690656861953,Medium Risk
63,39,0,6,3.8195801904526885,0.6044692298527021,8.81189236894309,High Risk
14,0,6,1,5.643010646698302,7.4911557902587065,3.042045181350037,High Risk
28,35,3,5,1.1453286832634824,5.651732562239374,6.543933648305748,Medium Risk
32,20,4,7,9.969905028125511,4.478913448444631,4.875022786202798,Medium Risk
93,42,5,0,4.255558776967176,3.0926887879218965,3.6630314526233896,High Risk
26,34,4,3,3.4823063970736867,5.023985278435356,6.454418331834964,Medium Risk
35,12,11,0,7.102098483162649,3.3867960445703096,9.47522980551238,Medium Risk
28,48,0,0,3.638994064953325,7.570118677473603,0.41269747374621857,High Risk
37,9,11,9,8.332743050287576,5.438936964926411,9.188528558831043,Medium Risk
56,43,8,7,4.542707243604252,8.768477741541119,6.0908165502101355,Medium Risk
96,46,1,6,7.195584132654349,5.435439146494421,8.073143007690524,Medium Risk
26,9,8,9,1.0745321644188655,2.3826241333993003,3.8387495343427758,Medium Risk
54,45,9,0,8.461191855551117,8.510918822321445,4.7184297483761375,Medium Risk
32,12,1,1,7.357179867781099,5.5721904493004395,8.68850751801164,High Risk
67,36,8,3,2.1171677846196566,2.0684103814356125,4.148479698098231,Medium Risk
85,37,5,0,1.4528600974578665,6.235078099562221,5.34659566749085,High Risk
65,23,10,2,3.162923487256244,3.5771676494242755,0.20194923084332905,High Risk
9,1,8,7,9.760705860319042,8.444056122920658,1.5859800583804229,Medium Risk
4,21,12,7,2.5683157456705863,4.5329973864654285,6.416865079747998,Medium Risk
73,16,5,7,4.561272089466333,7.264413581074168,7.169769010638771,Medium Risk
96,35,5,5,0.30020225717336313,0.9553620763623716,5.8260093678449945,High Risk
37,13,12,5,3.9722752956623255,3.9602434630234615,1.4331003627561067,Medium Risk
12,9,10,4,5.713200154331028,9.832414364723988,4.454054285778348,Medium Risk
30,34,13,8,9.531246125079651,8.084602894771484,3.550947663631898,Low Risk
46,24,1,3,5.167360449400644,1.5994080236692865,4.956613440350884,High Risk
99,2,7,9,8.191073261776879,2.777640494772551,8.703290345540942,Medium Risk
87,46,2,6,5.471276425689005,3.2981580885636106,7.758614386586519,Medium Risk
51,37,6,0,0.407850134355181,6.5036556049544565,0.8398950138915895,High Risk
55,16,4,8,3.1500827518977403,7.569947594896556,8.903091977745643,Medium Risk
14,11,2,6,5.755495078311032,7.495266088079098,4.717671511498236,Medium Risk
28,23,0,9,9.505939659311244,5.098740563064029,7.438621448859984,Medium Risk
7,28,7,8,8.591303597512333,8.108205378381513,1.4003923126435214,Medium Risk
4,42,2,6,2.2835561417884764,4.370780827574751,6.707195257070481,Medium Risk
28,24,1,1,2.201098300191635,1.238805652955619,2.3632601760945793,High Risk
46,35,0,5,2.0117296711390074,5.644418416538133,4.383808971409316,High Risk
67,25,3,9,9.224988963025032,9.523013846011066,0.1686287008210441,Medium Risk
75,37,12,3,8.526661531017206,7.929936513925114,1.5161063793047602,Medium Risk
44,0,7,2,7.748834322529488,5.787006476922424,0.9208049312361977,High Risk
1,19,12,1,3.9273511422422756,6.468056603490969,2.3974417293825843,Medium Risk
26,27,2,5,5.043807042987668,9.305620270355726,1.0001809002432227,Medium Risk
94,15,13,7,4.643317447951528,4.283427944349604,6.919100266195619,Medium Risk
35,46,0,5,2.5339810755937267,3.3139413894263736,0.2903990220921937,High Risk
35,16,3,8,5.050280461487669,9.77241565000449,6.1774050062499795,Medium Risk
25,39,8,4,0.30496547852754463,8.634431335103335,1.4070783082557425,Medium Risk
42,27,12,1,1.3181037349745917,3.230435846186024,9.451614571778968,Medium Risk
26,11,0,7,8.865895961689464,4.637805973609228,9.330940731098543,Medium Risk
68,26,11,8,7.516797670314233,4.15078129007799,2.255031025209626,Medium Risk
19,41,13,9,4.228684090590871,1.4909567867143392,6.144212982230295,Medium Risk
10,46,10,3,5.171503622838772,9.578193238132592,0.28005319472458434,Medium Risk
73,29,1,5,3.6999888595997743,4.0431243121975875,9.31788543051174,Medium Risk
37,40,8,9,7.407798671606725,8.75329082637908,5.229873081917097,Low Risk
5,33,1,7,7.841871792320796,1.8935622768066507,0.43223151417778993,Medium Risk
71,36,12,8,7.632851902031591,5.478708106372197,3.424999930081374,Low Risk
22,5,2,4,7.2261172483444955,0.23961385124269818,0.768494618612342,High Risk
46,6,6,5,2.0450433869279583,7.642204838423085,3.9294443937335988,Medium Risk
